Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[0.01106615],[0.01106437],[0.01106258],[0.0110608],[0.01105902],[0.01105724]
[0.01105168],[0.01105485],[0.01105802],[0.01106119],[0.01106437],[0.01106754]
[0.01108056],[0.01107784],[0.01107513],[0.01107241],[0.0110697],[0.01106699]
[0.01105584],[0.01105821],[0.01106057],[0.01106294],[0.01106531],[0.01106768]
[0.01108619],[0.0110921],[0.01109802],[0.01110395],[0.01110987],[0.0111158]
[0.01115353],[0.01115819],[0.01116285],[0.01116751],[0.01117218],[0.01117684]
[0.01119903],[0.01119639],[0.01119375],[0.01119112],[0.01118848],[0.01118584]
[0.01116435],[0.01115727],[0.01115019],[0.01114311],[0.01113605],[0.01112898]
[0.01108309],[0.01107549],[0.01106789],[0.01106029],[0.0110527],[0.01104512]
[0.01101147],[0.01101799],[0.01102452],[0.01103104],[0.01103757],[0.01104411]
[0.01107741],[0.01107607],[0.01107473],[0.01107338],[0.01107204],[0.0110707]
[0.01107],[0.01107655],[0.0110831],[0.01108966],[0.01109622],[0.01110278]
[0.01115132],[0.01116285],[0.0111744],[0.01118597],[0.01119754],[0.01120913]
[0.01127723],[0.01128273],[0.01128824],[0.01129374],[0.01129925],[0.01130476]
[0.01133252],[0.01133294],[0.01133337],[0.0113338],[0.01133422],[0.01133465]
[0.01133171],[0.01132648],[0.01132125],[0.01131603],[0.01131081],[0.01130559]
[0.0112814],[0.01128545],[0.0112895],[0.01129355],[0.0112976],[0.01130166]
[0.01132167],[0.0113195],[0.01131733],[0.01131517],[0.011313],[0.01131084]
[0.01129507],[0.01129144],[0.01128782],[0.0112842],[0.01128058],[0.01127696]
[0.01125686],[0.01125746],[0.01125806],[0.01125866],[0.01125926],[0.01125985]
[0.01125896],[0.0112546],[0.01125024],[0.01124588],[0.01124152],[0.01123716]
[0.01120858],[0.01120568],[0.01120279],[0.01119989],[0.011197],[0.01119411]
[0.01118739],[0.01119704],[0.01120669],[0.01121636],[0.01122604],[0.01123572]
[0.01129645],[0.01130168],[0.01130692],[0.01131216],[0.0113174],[0.01132264]
[0.01134951],[0.01134806],[0.01134662],[0.01134517],[0.01134373],[0.01134228]
[0.01134368],[0.01135316],[0.01136265],[0.01137215],[0.01138165],[0.01139116]
[0.01145451],[0.01146285],[0.01147119],[0.01147953],[0.01148788],[0.01149624]
[0.01152479],[0.01150821],[0.01149165],[0.01147511],[0.0114586],[0.01144211]
[0.01136101],[0.01136716],[0.01137331],[0.01137947],[0.01138563],[0.01139179]
[0.01141735],[0.01141552],[0.01141368],[0.01141185],[0.01141001],[0.01140817]
[0.01139413],[0.01138962],[0.01138511],[0.01138061],[0.01137611],[0.01137161]
[0.011339],[0.01133209],[0.01132519],[0.01131829],[0.0113114],[0.01130451]
[0.01126457],[0.01126305],[0.01126153],[0.01126001],[0.01125849],[0.01125697]
[0.01125436],[0.01126012],[0.01126589],[0.01127167],[0.01127745],[0.01128322]
[0.01133322],[0.01135013],[0.01136706],[0.01138402],[0.01140101],[0.01141802]
[0.01150992],[0.01150666],[0.0115034],[0.01150014],[0.01149688],[0.01149362]
[0.01149723],[0.01151487],[0.01153253],[0.01155022],[0.01156794],[0.01158569]
[0.01166701],[0.01164926],[0.01163155],[0.01161386],[0.0115962],[0.01157856]
[0.01149881],[0.01149451],[0.0114902],[0.01148589],[0.01148159],[0.01147729]
[0.01146673],[0.01147434],[0.01148194],[0.01148955],[0.01149717],[0.01150479]
[0.01153234],[0.01152212],[0.01151191],[0.01150171],[0.01149152],[0.01148133]
[0.01142537],[0.01142163],[0.0114179],[0.01141416],[0.01141042],[0.01140669]
[0.01137366],[0.01135946],[0.01134528],[0.01133112],[0.01131698],[0.01130285]
[0.01121418],[0.01120066],[0.01118716],[0.01117368],[0.01116022],[0.01114677]
[0.01109063],[0.01109746],[0.0111043],[0.01111115],[0.011118],[0.01112485]
[0.01115354],[0.01115014],[0.01114675],[0.01114335],[0.01113996],[0.01113656]
[0.01112862],[0.01113765],[0.01114668],[0.01115571],[0.01116476],[0.01117381]
[0.01122585],[0.01122837],[0.0112309],[0.01123343],[0.01123595],[0.01123848]
[0.01125372],[0.01125621],[0.01125871],[0.0112612],[0.0112637],[0.01126619]
[0.01128607],[0.01129226],[0.01129845],[0.01130465],[0.01131085],[0.01131705]
[0.01135698],[0.01136285],[0.01136872],[0.01137459],[0.01138046],[0.01138634]
[0.01140883],[0.01139936],[0.0113899],[0.01138045],[0.011371],[0.01136156]
[0.01131434],[0.01131716],[0.01131997],[0.01132278],[0.0113256],[0.01132841]
[0.0113414],[0.01134019],[0.01133898],[0.01133776],[0.01133655],[0.01133534]
[0.01133965],[0.01135064],[0.01136164],[0.01137265],[0.01138368],[0.01139471]
[0.01146103],[0.0114659],[0.01147078],[0.01147565],[0.01148053],[0.01148541]
[0.01151605],[0.01152298],[0.01152992],[0.01153686],[0.01154381],[0.01155076]
[0.01159437],[0.01160038],[0.01160639],[0.01161241],[0.01161843],[0.01162445]
[0.01165756],[0.01165852],[0.01165948],[0.01166044],[0.0116614],[0.01166236]
[0.01166874],[0.01166994],[0.01167114],[0.01167235],[0.01167355],[0.01167476]
[0.01168918],[0.01169692],[0.01170466],[0.01171241],[0.01172016],[0.01172792]
[0.01175025],[0.01172957],[0.01170893],[0.01168833],[0.01166776],[0.01164723]
[0.01154179],[0.01154139],[0.01154099],[0.01154059],[0.01154019],[0.01153979]
[0.01153746],[0.0115368],[0.01153614],[0.01153547],[0.01153481],[0.01153415]
[0.01152264],[0.01151443],[0.01150622],[0.01149802],[0.01148982],[0.01148163]
[0.01142652],[0.01141678],[0.01140704],[0.01139731],[0.01138759],[0.01137788]
[0.01132073],[0.01131365],[0.01130658],[0.01129952],[0.01129246],[0.0112854]
[0.01123623],[0.01122298],[0.01120976],[0.01119654],[0.01118335],[0.01117017]
[0.01111521],[0.01112852],[0.01114184],[0.01115518],[0.01116854],[0.01118191]
[0.01123974],[0.01123566],[0.01123157],[0.01122749],[0.01122341],[0.01121933]
[0.01120991],[0.01121945],[0.01122901],[0.01123858],[0.01124815],[0.01125773]
[0.01130465],[0.01129987],[0.01129509],[0.01129031],[0.01128554],[0.01128077]
[0.01127094],[0.01128485],[0.01129878],[0.01131273],[0.0113267],[0.01134068]
[0.01141379],[0.01141236],[0.01141092],[0.01140948],[0.01140805],[0.01140661]
[0.01140363],[0.01140738],[0.01141113],[0.01141488],[0.01141863],[0.01142238]
[0.01144101],[0.01144024],[0.01143947],[0.0114387],[0.01143793],[0.01143716]
[0.01144261],[0.01145213],[0.01146166],[0.01147119],[0.01148074],[0.01149029]
[0.01153469],[0.01152666],[0.01151864],[0.01151062],[0.01150261],[0.01149461]
[0.01145426],[0.01145554],[0.01145682],[0.0114581],[0.01145938],[0.01146066]
[0.01146413],[0.01146095],[0.01145776],[0.01145458],[0.0114514],[0.01144822]
[0.01142457],[0.01141847],[0.01141236],[0.01140626],[0.01140016],[0.01139407]
[0.01135619],[0.01135245],[0.0113487],[0.01134496],[0.01134122],[0.01133748]
[0.01132116],[0.01132542],[0.01132969],[0.01133396],[0.01133823],[0.0113425]
[0.01136299],[0.01135984],[0.01135669],[0.01135354],[0.01135039],[0.01134725]
[0.01131665],[0.01130365],[0.01129067],[0.01127771],[0.01126476],[0.01125183]
[0.01117992],[0.01117996],[0.01118001],[0.01118006],[0.0111801],[0.01118015]
[0.01118797],[0.01119558],[0.01120319],[0.0112108],[0.01121842],[0.01122605]
[0.01127969],[0.01129204],[0.01130439],[0.01131676],[0.01132915],[0.01134154]
[0.01140889],[0.01141084],[0.01141278],[0.01141473],[0.01141667],[0.01141862]
[0.01141821],[0.01140827],[0.01139833],[0.0113884],[0.01137849],[0.01136858]
[0.01131807],[0.01132249],[0.01132691],[0.01133132],[0.01133574],[0.01134017]
[0.01135681],[0.01135097],[0.01134512],[0.01133928],[0.01133344],[0.01132761]
[0.01128131],[0.01126586],[0.01125044],[0.01123503],[0.01121965],[0.01120428]
[0.01112431],[0.01112588],[0.01112744],[0.01112901],[0.01113058],[0.01113214]
[0.01114541],[0.01115153],[0.01115766],[0.01116378],[0.01116992],[0.01117605]
[0.01121557],[0.01122347],[0.01123138],[0.01123929],[0.01124721],[0.01125514]
[0.0112897],[0.01128213],[0.01127456],[0.01126699],[0.01125943],[0.01125188]
[0.01121774],[0.01122263],[0.01122752],[0.01123241],[0.01123731],[0.01124221]
[0.01127054],[0.01127333],[0.01127611],[0.0112789],[0.01128169],[0.01128448]
[0.01131035],[0.01132151],[0.01133269],[0.01134388],[0.01135508],[0.01136629]
[0.01143156],[0.01143536],[0.01143916],[0.01144297],[0.01144677],[0.01145058]
[0.01148255],[0.01149515],[0.01150777],[0.01152039],[0.01153303],[0.01154569]
[0.0116078],[0.01160346],[0.01159912],[0.01159479],[0.01159045],[0.01158612]
[0.0115632],[0.01156129],[0.01155937],[0.01155745],[0.01155553],[0.01155362]
[0.01154352],[0.01154379],[0.01154405],[0.01154432],[0.01154459],[0.01154485]
[0.01154503],[0.01154375],[0.01154246],[0.01154118],[0.0115399],[0.01153861]
[0.01152874],[0.01152593],[0.01152312],[0.01152031],[0.01151751],[0.0115147]
[0.01149781],[0.01149635],[0.01149489],[0.01149343],[0.01149198],[0.01149052]
[0.01148591],[0.01148929],[0.01149267],[0.01149605],[0.01149944],[0.01150282]
[0.01152735],[0.01153323],[0.0115391],[0.01154498],[0.01155086],[0.01155675]
[0.01158628],[0.01158253],[0.01157877],[0.01157502],[0.01157127],[0.01156752]
[0.01155137],[0.01155529],[0.01155922],[0.01156314],[0.01156707],[0.011571]
[0.01159324],[0.01159401],[0.01159478],[0.01159555],[0.01159633],[0.0115971]
[0.01161439],[0.01162745],[0.01164052],[0.01165361],[0.01166671],[0.01167983]
[0.0117572],[0.01176144],[0.01176567],[0.01176991],[0.01177415],[0.0117784]
[0.01179539],[0.01179116],[0.01178692],[0.01178268],[0.01177845],[0.01177421]
[0.01174397],[0.01173642],[0.01172889],[0.01172136],[0.01171383],[0.01170631]
[0.01167411],[0.01168291],[0.01169171],[0.01170053],[0.01170935],[0.01171817]
[0.01176465],[0.01176453],[0.01176442],[0.0117643],[0.01176419],[0.01176407]
[0.01174981],[0.01173618],[0.01172256],[0.01170896],[0.01169537],[0.0116818]
[0.01159517],[0.01158103],[0.0115669],[0.01155279],[0.0115387],[0.01152463]
[0.01146446],[0.01147075],[0.01147706],[0.01148336],[0.01148967],[0.01149599]
[0.01153601],[0.01154601],[0.01155602],[0.01156604],[0.01157607],[0.01158611]
[0.01165068],[0.01166154],[0.01167242],[0.01168331],[0.0116942],[0.01170511]
[0.01176323],[0.01176598],[0.01176872],[0.01177147],[0.01177422],[0.01177696]
[0.01178958],[0.01178834],[0.01178711],[0.01178587],[0.01178464],[0.0117834]
[0.01177103],[0.01176543],[0.01175984],[0.01175424],[0.01174865],[0.01174306]
[0.01171003],[0.01170749],[0.01170496],[0.01170242],[0.01169988],[0.01169735]
[0.01168684],[0.01169025],[0.01169365],[0.01169706],[0.01170047],[0.01170389]
[0.01173572],[0.01174878],[0.01176187],[0.01177497],[0.01178808],[0.01180121]
[0.01188488],[0.01189653],[0.0119082],[0.01191987],[0.01193156],[0.01194326]
[0.011991],[0.01198046],[0.01196992],[0.0119594],[0.01194888],[0.01193837]
[0.01188538],[0.01188457],[0.01188376],[0.01188295],[0.01188214],[0.01188134]
[0.01187758],[0.01187788],[0.01187818],[0.01187848],[0.01187878],[0.01187908]
[0.01188614],[0.01189159],[0.01189704],[0.01190249],[0.01190795],[0.01191341]
[0.01194021],[0.01193664],[0.01193307],[0.0119295],[0.01192594],[0.01192237]
[0.01189702],[0.01189137],[0.01188572],[0.01188008],[0.01187443],[0.01186879]
[0.01184955],[0.01186109],[0.01187264],[0.0118842],[0.01189577],[0.01190736]
[0.01197783],[0.01198632],[0.01199482],[0.01200333],[0.01201184],[0.01202036]
[0.0120757],[0.0120888],[0.01210192],[0.01211504],[0.01212819],[0.01214134]
[0.0122101],[0.01220991],[0.01220972],[0.01220952],[0.01220933],[0.01220914]
[0.01220674],[0.01220525],[0.01220377],[0.01220229],[0.0122008],[0.01219932]
[0.01220091],[0.01221048],[0.01222005],[0.01222964],[0.01223923],[0.01224883]
[0.01230341],[0.0123042],[0.012305],[0.01230579],[0.01230658],[0.01230737]
[0.01232147],[0.01233133],[0.01234119],[0.01235107],[0.01236095],[0.01237084]
[0.01242791],[0.01242937],[0.01243083],[0.01243229],[0.01243375],[0.0124352]
[0.01245251],[0.01246222],[0.01247194],[0.01248166],[0.0124914],[0.01250114]
[0.01256379],[0.012572],[0.01258021],[0.01258843],[0.01259666],[0.01260489]
[0.01265416],[0.0126591],[0.01266405],[0.012669],[0.01267395],[0.01267891]
[0.01271498],[0.01272442],[0.01273387],[0.01274333],[0.0127528],[0.01276227]
[0.01280311],[0.01279235],[0.0127816],[0.01277086],[0.01276014],[0.01274942]
[0.01267615],[0.01266101],[0.01264588],[0.01263077],[0.01261568],[0.01260061]
[0.01251384],[0.0125061],[0.01249836],[0.01249063],[0.0124829],[0.01247517]
[0.01245774],[0.01247863],[0.01249955],[0.01252051],[0.0125415],[0.01256253]
[0.01268059],[0.0126923],[0.01270401],[0.01271574],[0.01272748],[0.01273923]
[0.01278571],[0.01277701],[0.01276831],[0.01275962],[0.01275093],[0.01274225]
[0.01271369],[0.01272646],[0.01273924],[0.01275203],[0.01276483],[0.01277765]
[0.01284025],[0.01283945],[0.01283865],[0.01283785],[0.01283705],[0.01283625]
[0.01282208],[0.01281194],[0.0128018],[0.01279167],[0.01278154],[0.01277143]
[0.01270708],[0.0126963],[0.01268552],[0.01267476],[0.012664],[0.01265326]
[0.01259855],[0.0125988],[0.01259906],[0.01259931],[0.01259957],[0.01259983]
[0.01260054],[0.01259996],[0.01259939],[0.01259881],[0.01259823],[0.01259766]
[0.0125815],[0.01256841],[0.01255534],[0.01254228],[0.01252924],[0.0125162]
[0.01245735],[0.01246994],[0.01248255],[0.01249517],[0.0125078],[0.01252044]
[0.01258975],[0.01259512],[0.01260049],[0.01260586],[0.01261123],[0.01261661]
[0.01263583],[0.01262832],[0.01262081],[0.01261331],[0.01260581],[0.01259832]
[0.01256553],[0.01257239],[0.01257924],[0.0125861],[0.01259296],[0.01259983]
[0.01263708],[0.01263781],[0.01263854],[0.01263927],[0.01264],[0.01264074]
[0.01262786],[0.01261103],[0.01259423],[0.01257744],[0.01256068],[0.01254394]
[0.01245859],[0.01246495],[0.01247132],[0.0124777],[0.01248407],[0.01249045]
[0.01251879],[0.01251605],[0.01251332],[0.01251059],[0.01250786],[0.01250513]
[0.01249694],[0.01250274],[0.01250855],[0.01251436],[0.01252017],[0.01252599]
[0.01256963],[0.01258231],[0.012595],[0.01260771],[0.01262042],[0.01263315]
[0.01269428],[0.01268647],[0.01267866],[0.01267085],[0.01266305],[0.01265526]
[0.01261427],[0.01261374],[0.01261322],[0.01261269],[0.01261217],[0.01261164]
[0.01259827],[0.01258765],[0.01257704],[0.01256644],[0.01255585],[0.01254527]
[0.0124919],[0.01249533],[0.01249876],[0.01250218],[0.01250561],[0.01250904]
[0.0125324],[0.01253786],[0.01254332],[0.01254878],[0.01255425],[0.01255971]
[0.01260022],[0.01261136],[0.01262251],[0.01263367],[0.01264483],[0.01265601]
[0.01271631],[0.01271532],[0.01271434],[0.01271336],[0.01271238],[0.01271139]
[0.01269556],[0.01268495],[0.01267436],[0.01266377],[0.01265319],[0.01264262]
[0.01257987],[0.0125745],[0.01256913],[0.01256377],[0.0125584],[0.01255304]
[0.01253747],[0.0125504],[0.01256334],[0.01257629],[0.01258925],[0.01260223]
[0.01267347],[0.01267468],[0.01267589],[0.0126771],[0.01267831],[0.01267952]
[0.01268742],[0.01268902],[0.01269062],[0.01269222],[0.01269381],[0.01269541]
[0.01270214],[0.01270027],[0.0126984],[0.01269653],[0.01269466],[0.01269279]
[0.01268734],[0.01269215],[0.01269696],[0.01270177],[0.01270658],[0.0127114]
[0.01274437],[0.01275142],[0.01275848],[0.01276555],[0.01277262],[0.01277969]
[0.01281474],[0.0128116],[0.01280847],[0.01280533],[0.0128022],[0.01279907]
[0.01276522],[0.01274832],[0.01273145],[0.01271459],[0.01269776],[0.01268095]
[0.01259951],[0.01260806],[0.01261663],[0.0126252],[0.01263377],[0.01264235]
[0.01269443],[0.01270114],[0.01270785],[0.01271457],[0.01272129],[0.01272801]
[0.01275943],[0.01275512],[0.01275081],[0.01274651],[0.0127422],[0.0127379]
[0.01270848],[0.01270184],[0.01269521],[0.01268858],[0.01268196],[0.01267534]
[0.01263759],[0.01263581],[0.01263402],[0.01263224],[0.01263046],[0.01262868]
[0.01262397],[0.012629],[0.01263404],[0.01263907],[0.01264411],[0.01264915]
[0.01267787],[0.01267863],[0.01267939],[0.01268015],[0.01268091],[0.01268167]
[0.01269226],[0.01269865],[0.01270503],[0.01271143],[0.01271782],[0.01272422]
[0.01276718],[0.01277445],[0.01278173],[0.01278901],[0.0127963],[0.01280359]
[0.01284337],[0.01284226],[0.01284115],[0.01284004],[0.01283893],[0.01283782]
[0.01283092],[0.01283029],[0.01282966],[0.01282904],[0.01282841],[0.01282778]
[0.01281971],[0.01281521],[0.0128107],[0.0128062],[0.0128017],[0.0127972]
[0.01276878],[0.01276591],[0.01276304],[0.01276017],[0.0127573],[0.01275443]
[0.0127413],[0.01274445],[0.0127476],[0.01275076],[0.01275391],[0.01275706]
[0.01276735],[0.01275966],[0.01275197],[0.01274429],[0.01273662],[0.01272895]
[0.01269695],[0.01270861],[0.01272028],[0.01273197],[0.01274366],[0.01275537]
[0.01281649],[0.01281115],[0.01280582],[0.01280048],[0.01279515],[0.01278982]
[0.01276399],[0.01276808],[0.01277216],[0.01277625],[0.01278034],[0.01278443]
[0.01279557],[0.0127836],[0.01277164],[0.01275969],[0.01274775],[0.01273583]
[0.01266521],[0.01266155],[0.0126579],[0.01265425],[0.0126506],[0.01264696]
[0.01262258],[0.01261852],[0.01261446],[0.0126104],[0.01260634],[0.01260229]
[0.01257614],[0.01257265],[0.01256917],[0.01256569],[0.0125622],[0.01255872]
[0.01253336],[0.01252754],[0.01252173],[0.01251592],[0.01251011],[0.01250431]
[0.01246186],[0.01245218],[0.0124425],[0.01243282],[0.01242316],[0.0124135]
[0.01237179],[0.01238438],[0.01239699],[0.01240961],[0.01242224],[0.01243488]
[0.01250472],[0.01250448],[0.01250425],[0.01250401],[0.01250378],[0.01250354]
[0.01250725],[0.01251224],[0.01251724],[0.01252223],[0.01252723],[0.01253223]
[0.01255095],[0.01254207],[0.0125332],[0.01252433],[0.01251547],[0.01250662]
[0.01245703],[0.01245658],[0.01245614],[0.01245569],[0.01245524],[0.0124548]
[0.01244142],[0.01243059],[0.01241977],[0.01240896],[0.01239815],[0.01238736]
[0.01232061],[0.01231493],[0.01230925],[0.01230358],[0.0122979],[0.01229223]
[0.01224929],[0.01223846],[0.01222764],[0.01221684],[0.01220604],[0.01219525]
[0.01212879],[0.01212285],[0.01211692],[0.01211099],[0.01210507],[0.01209915]
[0.01205825],[0.0120505],[0.01204275],[0.01203501],[0.01202728],[0.01201955]
[0.01198399],[0.0119917],[0.01199941],[0.01200713],[0.01201485],[0.01202257]
[0.0120621],[0.01205935],[0.01205659],[0.01205384],[0.01205109],[0.01204835]
[0.01203453],[0.01203577],[0.01203701],[0.01203825],[0.01203949],[0.01204074]
[0.01204197],[0.01203635],[0.01203073],[0.01202511],[0.0120195],[0.01201388]
[0.0119841],[0.01198631],[0.01198852],[0.01199073],[0.01199294],[0.01199516]
[0.01200436],[0.0120009],[0.01199744],[0.01199398],[0.01199052],[0.01198706]
[0.01195959],[0.01195156],[0.01194354],[0.01193552],[0.01192751],[0.01191951]
[0.01188136],[0.0118882],[0.01189504],[0.01190188],[0.01190873],[0.01191558]
[0.01193703],[0.01191993],[0.01190286],[0.01188581],[0.01186879],[0.01185179]
[0.01176158],[0.01176527],[0.01176897],[0.01177266],[0.01177636],[0.01178006]
[0.01180616],[0.01181216],[0.01181817],[0.01182418],[0.01183019],[0.0118362]
[0.0118688],[0.01186814],[0.01186749],[0.01186684],[0.01186619],[0.01186554]
[0.01184896],[0.01183599],[0.01182303],[0.01181009],[0.01179716],[0.01178425]
[0.01172683],[0.01174148],[0.01175615],[0.01177084],[0.01178554],[0.01180027]
[0.01188108],[0.01187981],[0.01187855],[0.01187729],[0.01187602],[0.01187476]
[0.01186067],[0.0118535],[0.01184634],[0.01183918],[0.01183203],[0.01182488]
[0.01178546],[0.01178554],[0.01178563],[0.01178572],[0.0117858],[0.01178589]
[0.01179759],[0.01180883],[0.01182008],[0.01183134],[0.01184261],[0.01185389]
[0.01191384],[0.01191052],[0.01190721],[0.0119039],[0.01190059],[0.01189729]
[0.01188162],[0.01188449],[0.01188736],[0.01189023],[0.0118931],[0.01189597]
[0.01190154],[0.01189102],[0.01188051],[0.01187001],[0.01185952],[0.01184904]
[0.01179227],[0.01179452],[0.01179678],[0.01179904],[0.0118013],[0.01180356]
[0.011823],[0.01182949],[0.01183598],[0.01184248],[0.01184898],[0.01185548]
[0.01188611],[0.01187994],[0.01187377],[0.01186761],[0.01186145],[0.01185529]
[0.01183013],[0.01183992],[0.01184972],[0.01185953],[0.01186935],[0.01187917]
[0.01193165],[0.01192858],[0.0119255],[0.01192243],[0.01191936],[0.01191629]
[0.01189294],[0.01188774],[0.01188253],[0.01187733],[0.01187213],[0.01186694]
[0.01182989],[0.01182301],[0.01181613],[0.01180926],[0.01180239],[0.01179552]
[0.01175678],[0.01175698],[0.01175717],[0.01175737],[0.01175757],[0.01175776]
[0.01174703],[0.01173518],[0.01172335],[0.01171152],[0.01169971],[0.01168791]
[0.0116208],[0.01162054],[0.01162027],[0.01162],[0.01161973],[0.01161947]
[0.01161213],[0.0116063],[0.01160048],[0.01159466],[0.01158885],[0.01158304]
[0.01154627],[0.0115425],[0.01153874],[0.01153498],[0.01153122],[0.01152746]
[0.01150681],[0.01150758],[0.01150835],[0.01150912],[0.01150989],[0.01151066]
[0.0115192],[0.01152333],[0.01152747],[0.0115316],[0.01153574],[0.01153987]
[0.01155882],[0.01155396],[0.01154909],[0.01154423],[0.01153937],[0.01153451]
[0.01151128],[0.01151596],[0.01152065],[0.01152533],[0.01153002],[0.01153471]
[0.01155845],[0.0115551],[0.01155174],[0.01154838],[0.01154503],[0.01154168]
[0.01152168],[0.01152136],[0.01152103],[0.01152071],[0.01152038],[0.01152006]
[0.01152004],[0.01152192],[0.01152381],[0.01152569],[0.01152758],[0.01152947]
[0.01155871],[0.01157684],[0.01159499],[0.01161318],[0.01163139],[0.01164963]
[0.01175087],[0.01174496],[0.01173906],[0.01173316],[0.01172726],[0.01172137]
[0.0116924],[0.01169685],[0.01170131],[0.01170576],[0.01171022],[0.01171468]
[0.0117382],[0.01173644],[0.01173469],[0.01173294],[0.0117312],[0.01172945]
[0.01172382],[0.01172823],[0.01173265],[0.01173707],[0.0117415],[0.01174592]
[0.0117753],[0.01177884],[0.01178238],[0.01178593],[0.01178947],[0.01179302]
[0.01181294],[0.01181225],[0.01181156],[0.01181087],[0.01181018],[0.01180949]
[0.0118079],[0.01181035],[0.01181281],[0.01181526],[0.01181772],[0.01182017]
[0.01183796],[0.01184148],[0.011845],[0.01184851],[0.01185203],[0.01185555]
[0.01187677],[0.01187712],[0.01187747],[0.01187782],[0.01187817],[0.01187851]
[0.01187343],[0.01186626],[0.0118591],[0.01185195],[0.0118448],[0.01183765]
[0.0117921],[0.01178864],[0.01178518],[0.01178172],[0.01177827],[0.01177481]
[0.01176002],[0.01176568],[0.01177135],[0.01177702],[0.01178269],[0.01178836]
[0.01181115],[0.01180027],[0.0117894],[0.01177853],[0.01176768],[0.01175684]
[0.01170516],[0.01171757],[0.01172999],[0.01174242],[0.01175487],[0.01176733]
[0.01183801],[0.01183516],[0.0118323],[0.01182945],[0.0118266],[0.01182374]
[0.01180996],[0.0118126],[0.01181523],[0.01181787],[0.01182051],[0.01182315]
[0.01184094],[0.01184332],[0.01184571],[0.0118481],[0.01185048],[0.01185287]
[0.01187222],[0.01187749],[0.01188276],[0.01188804],[0.01189331],[0.01189859]
[0.0119257],[0.01192155],[0.0119174],[0.01191325],[0.01190911],[0.01190496]
[0.01188304],[0.01188562],[0.0118882],[0.01189079],[0.01189337],[0.01189595]
[0.01190298],[0.01189455],[0.01188613],[0.01187771],[0.0118693],[0.01186089]
[0.01180545],[0.01180011],[0.01179478],[0.01178945],[0.01178412],[0.01177879]
[0.0117384],[0.01172968],[0.01172098],[0.01171228],[0.01170359],[0.0116949]
[0.01164365],[0.01164665],[0.01164965],[0.01165265],[0.01165566],[0.01165866]
[0.01168152],[0.01168664],[0.01169177],[0.01169689],[0.01170202],[0.01170716]
[0.01173713],[0.01173661],[0.01173609],[0.01173557],[0.01173506],[0.01173454]
[0.01173685],[0.01174225],[0.01174766],[0.01175307],[0.01175848],[0.0117639]
[0.01179783],[0.01179935],[0.01180086],[0.01180238],[0.01180389],[0.01180541]
[0.01181412],[0.01181359],[0.01181306],[0.01181254],[0.01181201],[0.01181148]
[0.01181319],[0.01181813],[0.01182307],[0.01182801],[0.01183295],[0.0118379]
[0.01186435],[0.01186039],[0.01185643],[0.01185248],[0.01184852],[0.01184457]
[0.01182901],[0.01183775],[0.0118465],[0.01185525],[0.01186401],[0.01187277]
[0.01192338],[0.01191992],[0.01191646],[0.011913],[0.01190954],[0.01190608]
[0.01188641],[0.01188789],[0.01188936],[0.01189084],[0.01189232],[0.01189379]
[0.01190296],[0.01190307],[0.01190318],[0.01190329],[0.0119034],[0.01190352]
[0.01189869],[0.01189318],[0.01188767],[0.01188217],[0.01187667],[0.01187117]
[0.01184453],[0.01185256],[0.0118606],[0.01186864],[0.01187669],[0.01188474]
[0.01193403],[0.01193317],[0.01193231],[0.01193145],[0.01193059],[0.01192973]
[0.01191934],[0.01191428],[0.01190921],[0.01190415],[0.01189909],[0.01189404]
[0.01186791],[0.0118731],[0.0118783],[0.01188349],[0.01188869],[0.01189389]
[0.01192512],[0.01192409],[0.01192307],[0.01192204],[0.01192101],[0.01191999]
[0.01191996],[0.01192646],[0.01193297],[0.01193948],[0.01194599],[0.01195251]
[0.01199905],[0.01200396],[0.01200887],[0.01201378],[0.0120187],[0.01202361]
[0.0120528],[0.01204972],[0.01204665],[0.01204357],[0.01204049],[0.01203741]
[0.0120197],[0.01202155],[0.01202341],[0.01202526],[0.01202712],[0.01202898]
[0.01202997],[0.01201879],[0.01200761],[0.01199645],[0.01198529],[0.01197415]
[0.01191367],[0.01192414],[0.01193462],[0.01194511],[0.01195561],[0.01196612]
[0.01204794],[0.01206352],[0.01207913],[0.01209475],[0.0121104],[0.01212607]
[0.01221404],[0.01220481],[0.01219559],[0.01218638],[0.01217718],[0.01216798]
[0.01212021],[0.01212801],[0.01213582],[0.01214363],[0.01215145],[0.01215927]
[0.01221453],[0.01222259],[0.01223065],[0.01223872],[0.0122468],[0.01225488]
[0.01231639],[0.01232928],[0.01234218],[0.0123551],[0.01236802],[0.01238096]
[0.01245039],[0.01244215],[0.01243391],[0.01242568],[0.01241746],[0.01240923]
[0.01235706],[0.01235339],[0.01234971],[0.01234604],[0.01234237],[0.0123387]
[0.01230852],[0.01229997],[0.01229143],[0.0122829],[0.01227437],[0.01226585]
[0.01222701],[0.01223869],[0.01225038],[0.01226209],[0.01227381],[0.01228553]
[0.01235605],[0.01235793],[0.01235981],[0.0123617],[0.01236359],[0.01236547]
[0.01238122],[0.01238602],[0.01239082],[0.01239562],[0.01240042],[0.01240523]
[0.01243535],[0.01243723],[0.01243911],[0.01244098],[0.01244286],[0.01244474]
[0.01245486],[0.0124536],[0.01245234],[0.01245107],[0.01244981],[0.01244855]
